,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
EGFR,0.0,668.0,388.0,994.0,22.0,824.0,397.0,944.0,971.0,109.0,668.0
MTORC1,780.0,862.0,780.0,839.0,156.0,216.0,150.0,209.0,617.0,333.0,410.0
PDGFR,813.0,55.0,295.0,520.0,862.0,558.0,445.0,314.0,506.0,810.0,807.0
KIT,239.0,233.0,501.0,373.0,2.0,307.0,596.0,999.0,987.0,225.0,125.0
VEGFR,121.0,64.0,351.0,565.0,981.0,779.0,577.0,345.0,288.0,921.0,743.0
FLT3,2.0,758.0,247.0,994.0,426.0,174.0,789.0,834.0,506.0,169.0,262.0
RET,180.0,288.0,458.0,957.0,265.0,751.0,460.0,819.0,97.0,324.0,744.0
CSF1R,876.0,136.0,137.0,393.0,643.0,440.0,286.0,830.0,344.0,439.0,910.0
MET,802.0,663.0,576.0,866.0,435.0,330.0,235.0,226.0,86.0,594.0,794.0
Proteasome,866.0,747.0,944.0,31.0,76.0,655.0,241.0,382.0,946.0,372.0,458.0
CAPN1,231.0,162.0,862.0,813.0,165.0,741.0,730.0,857.0,237.0,209.0,292.0
Microtubule stabiliser,995.0,993.0,938.0,19.0,16.0,260.0,44.0,142.0,900.0,365.0,514.0
SMO,220.0,17.0,231.0,912.0,972.0,607.0,790.0,344.0,519.0,578.0,315.0
BRAF,736.0,212.0,681.0,3.0,1000.0,979.0,849.0,67.0,203.0,864.0,454.0
RAF,26.0,708.0,868.0,749.0,11.0,646.0,404.0,886.0,965.0,442.0,209.0
AURKA,754.0,349.0,16.0,78.0,996.0,405.0,528.0,150.0,879.0,685.0,843.0
AURKB,954.0,147.0,829.0,2.0,991.0,957.0,537.0,24.0,651.0,942.0,251.0
AURKC,1000.0,725.0,521.0,0.0,948.0,183.0,48.0,18.0,913.0,821.0,852.0
others,779.0,808.0,791.0,83.0,831.0,479.0,455.0,41.0,899.0,706.0,37.0
ABL,621.0,181.0,662.0,184.0,642.0,895.0,519.0,471.0,581.0,462.0,347.0
ALK,904.0,180.0,136.0,33.0,252.0,527.0,861.0,728.0,908.0,293.0,496.0
ROS1,990.0,777.0,462.0,503.0,734.0,142.0,165.0,53.0,217.0,783.0,758.0
SRC,453.0,396.0,45.0,981.0,425.0,319.0,338.0,494.0,431.0,545.0,814.0
KIF11,995.0,867.0,637.0,80.0,135.0,138.0,56.0,50.0,992.0,791.0,544.0
gamma-secretase,998.0,748.0,390.0,21.0,669.0,173.0,211.0,34.0,967.0,908.0,603.0
Ephrins,871.0,635.0,449.0,302.0,350.0,255.0,272.0,433.0,854.0,462.0,718.0
BCR-ABL,266.0,400.0,627.0,841.0,42.0,316.0,307.0,813.0,772.0,586.0,521.0
CDK1,493.0,70.0,65.0,466.0,431.0,320.0,560.0,774.0,983.0,734.0,839.0
CDK2,75.0,429.0,155.0,181.0,917.0,643.0,738.0,125.0,996.0,792.0,126.0
CDK5,953.0,839.0,757.0,15.0,498.0,339.0,274.0,71.0,991.0,821.0,32.0
CDK7,304.0,316.0,106.0,984.0,887.0,141.0,548.0,310.0,49.0,735.0,931.0
CDK9,138.0,450.0,364.0,968.0,70.0,272.0,371.0,707.0,805.0,612.0,857.0
PKC,975.0,892.0,845.0,48.0,867.0,819.0,500.0,38.0,41.0,420.0,446.0
CDK4,487.0,171.0,432.0,624.0,923.0,600.0,902.0,321.0,60.0,525.0,120.0
LCK,7.0,369.0,78.0,998.0,935.0,301.0,931.0,110.0,598.0,284.0,235.0
FYN,0.0,88.0,83.0,1000.0,23.0,559.0,817.0,1000.0,865.0,450.0,609.0
BMX,1.0,189.0,67.0,965.0,473.0,870.0,607.0,966.0,657.0,86.0,566.0
PLK1,998.0,954.0,845.0,16.0,70.0,165.0,51.0,64.0,980.0,677.0,467.0
PLK2,13.0,732.0,654.0,902.0,10.0,474.0,303.0,897.0,986.0,189.0,239.0
PLK3,979.0,692.0,603.0,207.0,663.0,200.0,84.0,219.0,234.0,959.0,852.0
IGF1R,241.0,730.0,304.0,597.0,808.0,815.0,702.0,501.0,18.0,572.0,728.0
IR,1000.0,867.0,939.0,22.0,749.0,58.0,368.0,18.0,226.0,583.0,236.0
ITK,420.0,315.0,734.0,805.0,20.0,328.0,215.0,817.0,989.0,510.0,264.0
RSK2,993.0,431.0,795.0,823.0,121.0,125.0,155.0,274.0,365.0,555.0,523.0
Dihydrofolate reductase (DHFR),995.0,260.0,129.0,4.0,1000.0,607.0,719.0,3.0,211.0,928.0,456.0
MTOR,138.0,557.0,333.0,991.0,17.0,186.0,604.0,981.0,106.0,27.0,591.0
AKT1,0.0,389.0,340.0,1000.0,91.0,628.0,575.0,983.0,541.0,32.0,465.0
AKT2,1.0,433.0,351.0,1000.0,139.0,600.0,536.0,939.0,481.0,23.0,442.0
AKT3,997.0,972.0,665.0,19.0,988.0,211.0,426.0,0.0,591.0,351.0,53.0
HDAC1,19.0,612.0,618.0,986.0,327.0,871.0,861.0,636.0,19.0,383.0,213.0
HDAC3,191.0,815.0,737.0,845.0,11.0,343.0,45.0,677.0,993.0,707.0,420.0
IKK,56.0,87.0,617.0,787.0,842.0,792.0,774.0,704.0,234.0,530.0,448.0
PI3Kbeta,483.0,740.0,415.0,978.0,46.0,262.0,524.0,678.0,428.0,0.0,427.0
ERK5,982.0,268.0,198.0,769.0,993.0,128.0,308.0,35.0,22.0,878.0,717.0
BET,997.0,781.0,417.0,37.0,769.0,234.0,144.0,45.0,797.0,824.0,649.0
EIF2A,85.0,381.0,145.0,978.0,177.0,175.0,583.0,910.0,697.0,759.0,517.0
ERBB2,0.0,356.0,436.0,998.0,12.0,875.0,638.0,998.0,956.0,279.0,467.0
ROCK1,999.0,505.0,933.0,0.0,136.0,387.0,87.0,884.0,528.0,540.0,622.0
ROCK2,141.0,465.0,247.0,598.0,774.0,100.0,600.0,789.0,520.0,815.0,519.0
Anthracycline,993.0,972.0,987.0,18.0,164.0,486.0,54.0,36.0,948.0,679.0,103.0
TOP2,1000.0,956.0,984.0,1.0,751.0,648.0,93.0,0.0,497.0,431.0,305.0
Pyrimidine antimetabolite,1000.0,959.0,991.0,1.0,53.0,425.0,113.0,75.0,937.0,578.0,221.0
DNA crosslinker,985.0,937.0,958.0,14.0,7.0,434.0,103.0,377.0,997.0,391.0,321.0
Microtubule destabiliser,948.0,988.0,752.0,379.0,120.0,202.0,90.0,114.0,686.0,290.0,781.0
SHP-1 (PTPN6),127.0,867.0,975.0,483.0,500.0,781.0,136.0,85.0,908.0,556.0,92.0
SHP-2 (PTPN11),175.0,885.0,984.0,378.0,729.0,807.0,135.0,50.0,787.0,706.0,135.0
AR,199.0,120.0,415.0,650.0,49.0,688.0,783.0,985.0,562.0,42.0,403.0
ARFGAP1,424.0,402.0,786.0,10.0,550.0,896.0,442.0,474.0,961.0,924.0,191.0
ATM,1.0,45.0,8.0,996.0,999.0,634.0,973.0,371.0,46.0,197.0,554.0
PPK,1000.0,531.0,776.0,3.0,989.0,443.0,89.0,9.0,88.0,838.0,841.0
FLT1,992.0,673.0,765.0,72.0,992.0,582.0,174.0,19.0,27.0,682.0,824.0
c-FGR,998.0,535.0,690.0,10.0,977.0,471.0,132.0,14.0,91.0,754.0,820.0
GSK3A,759.0,189.0,290.0,173.0,725.0,764.0,255.0,899.0,207.0,814.0,620.0
GSK3B,812.0,285.0,460.0,173.0,718.0,675.0,200.0,750.0,302.0,834.0,649.0
PDGFRA,147.0,605.0,745.0,552.0,5.0,155.0,437.0,992.0,974.0,251.0,82.0
VEGFR2,997.0,573.0,845.0,2.0,987.0,902.0,215.0,13.0,60.0,858.0,669.0
FGFR1,982.0,85.0,702.0,7.0,998.0,742.0,387.0,132.0,43.0,887.0,664.0
TIE2,976.0,750.0,776.0,16.0,957.0,801.0,196.0,49.0,47.0,725.0,759.0
JNK2,240.0,742.0,240.0,721.0,142.0,613.0,365.0,838.0,660.0,545.0,637.0
