,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
EGFR,331.0,69.0,212.0,853.0,943.0,43.0,762.0,694.0,606.0,297.0,461.0
MTORC1,998.0,211.0,109.0,121.0,998.0,46.0,839.0,21.0,732.0,131.0,110.0
PDGFR,978.0,22.0,178.0,369.0,974.0,20.0,515.0,527.0,816.0,90.0,302.0
KIT,231.0,795.0,687.0,736.0,271.0,293.0,216.0,621.0,668.0,720.0,487.0
VEGFR,619.0,557.0,936.0,308.0,434.0,344.0,98.0,727.0,401.0,267.0,162.0
FLT3,997.0,538.0,182.0,239.0,553.0,46.0,516.0,401.0,376.0,515.0,57.0
RET,1000.0,275.0,218.0,10.0,492.0,125.0,169.0,995.0,544.0,363.0,31.0
CSF1R,911.0,52.0,444.0,147.0,923.0,225.0,699.0,915.0,229.0,118.0,738.0
MET,117.0,113.0,235.0,830.0,562.0,230.0,563.0,804.0,877.0,127.0,780.0
Proteasome,124.0,255.0,58.0,870.0,914.0,373.0,512.0,529.0,881.0,81.0,877.0
CAPN1,164.0,9.0,533.0,620.0,846.0,535.0,466.0,822.0,901.0,226.0,728.0
Microtubule stabiliser,429.0,539.0,59.0,810.0,900.0,376.0,804.0,43.0,595.0,366.0,905.0
SMO,687.0,14.0,135.0,804.0,979.0,88.0,898.0,151.0,667.0,484.0,801.0
BRAF,993.0,72.0,742.0,49.0,933.0,21.0,691.0,589.0,444.0,55.0,327.0
RAF,677.0,27.0,527.0,415.0,979.0,37.0,652.0,153.0,607.0,394.0,497.0
AURKA,130.0,867.0,826.0,930.0,278.0,719.0,399.0,30.0,637.0,784.0,212.0
AURKB,986.0,159.0,24.0,557.0,998.0,50.0,737.0,44.0,398.0,68.0,683.0
AURKC,14.0,943.0,809.0,964.0,694.0,661.0,288.0,113.0,214.0,465.0,480.0
others,405.0,190.0,351.0,786.0,879.0,502.0,447.0,461.0,336.0,614.0,254.0
ABL,809.0,20.0,64.0,709.0,892.0,26.0,858.0,585.0,585.0,572.0,523.0
ALK,995.0,231.0,30.0,255.0,996.0,40.0,957.0,162.0,517.0,15.0,708.0
ROS1,23.0,771.0,306.0,984.0,591.0,731.0,399.0,572.0,446.0,614.0,550.0
SRC,684.0,336.0,78.0,485.0,619.0,152.0,422.0,982.0,787.0,89.0,480.0
KIF11,642.0,634.0,93.0,884.0,993.0,210.0,600.0,10.0,647.0,308.0,432.0
gamma-secretase,318.0,385.0,29.0,931.0,976.0,363.0,786.0,214.0,646.0,77.0,842.0
Ephrins,877.0,97.0,37.0,521.0,975.0,119.0,782.0,462.0,846.0,79.0,686.0
BCR-ABL,951.0,50.0,128.0,433.0,972.0,38.0,590.0,382.0,833.0,231.0,227.0
CDK1,948.0,262.0,563.0,104.0,560.0,110.0,265.0,898.0,690.0,216.0,53.0
CDK2,1000.0,33.0,90.0,133.0,991.0,12.0,622.0,178.0,793.0,408.0,105.0
CDK5,341.0,992.0,174.0,774.0,446.0,637.0,427.0,77.0,486.0,734.0,425.0
CDK7,89.0,826.0,779.0,708.0,1.0,843.0,70.0,952.0,657.0,942.0,401.0
CDK9,1.0,927.0,294.0,898.0,1.0,965.0,255.0,926.0,796.0,916.0,916.0
PKC,421.0,54.0,64.0,713.0,940.0,226.0,804.0,713.0,469.0,106.0,968.0
CDK4,1000.0,98.0,19.0,16.0,497.0,109.0,422.0,434.0,997.0,425.0,292.0
LCK,965.0,202.0,40.0,130.0,979.0,102.0,414.0,334.0,987.0,141.0,274.0
FYN,818.0,37.0,39.0,626.0,987.0,46.0,604.0,438.0,922.0,159.0,667.0
BMX,113.0,780.0,500.0,601.0,710.0,673.0,273.0,970.0,396.0,113.0,93.0
PLK1,562.0,664.0,45.0,872.0,984.0,245.0,695.0,65.0,601.0,101.0,562.0
PLK2,727.0,454.0,18.0,864.0,998.0,136.0,785.0,25.0,559.0,157.0,533.0
PLK3,0.0,938.0,988.0,774.0,1.0,957.0,159.0,973.0,251.0,749.0,683.0
IGF1R,963.0,205.0,100.0,570.0,935.0,407.0,879.0,21.0,833.0,65.0,811.0
IR,404.0,174.0,28.0,919.0,892.0,424.0,716.0,227.0,800.0,181.0,973.0
ITK,978.0,81.0,5.0,491.0,905.0,257.0,798.0,164.0,972.0,288.0,787.0
RSK2,828.0,263.0,351.0,559.0,964.0,291.0,460.0,213.0,672.0,60.0,492.0
Dihydrofolate reductase (DHFR),878.0,262.0,114.0,830.0,972.0,269.0,746.0,8.0,825.0,448.0,490.0
MTOR,586.0,768.0,15.0,702.0,787.0,388.0,499.0,423.0,676.0,188.0,734.0
AKT1,1000.0,394.0,200.0,51.0,212.0,23.0,418.0,851.0,462.0,368.0,154.0
AKT2,998.0,568.0,332.0,66.0,162.0,41.0,299.0,794.0,429.0,528.0,121.0
AKT3,582.0,609.0,22.0,914.0,584.0,577.0,911.0,121.0,805.0,303.0,741.0
HDAC1,517.0,739.0,784.0,875.0,830.0,258.0,650.0,0.0,720.0,454.0,154.0
HDAC3,918.0,72.0,78.0,611.0,999.0,46.0,686.0,82.0,810.0,155.0,438.0
IKK,700.0,39.0,595.0,354.0,935.0,263.0,336.0,498.0,522.0,460.0,726.0
PI3Kbeta,894.0,4.0,114.0,306.0,969.0,470.0,386.0,695.0,722.0,208.0,869.0
ERK5,995.0,39.0,387.0,112.0,751.0,108.0,361.0,637.0,807.0,483.0,83.0
BET,991.0,69.0,12.0,640.0,995.0,122.0,731.0,12.0,963.0,155.0,594.0
EIF2A,281.0,21.0,437.0,931.0,911.0,234.0,547.0,106.0,924.0,547.0,439.0
ERBB2,367.0,322.0,697.0,891.0,211.0,635.0,460.0,323.0,793.0,635.0,336.0
ROCK1,162.0,35.0,944.0,545.0,924.0,808.0,510.0,430.0,595.0,90.0,643.0
ROCK2,13.0,38.0,972.0,721.0,225.0,956.0,228.0,581.0,847.0,543.0,769.0
Anthracycline,399.0,793.0,307.0,226.0,16.0,854.0,425.0,974.0,279.0,833.0,670.0
TOP2,554.0,528.0,154.0,498.0,23.0,784.0,513.0,927.0,352.0,957.0,624.0
Pyrimidine antimetabolite,151.0,976.0,280.0,476.0,15.0,930.0,418.0,915.0,321.0,798.0,519.0
DNA crosslinker,286.0,952.0,314.0,676.0,13.0,926.0,486.0,754.0,248.0,752.0,492.0
Microtubule destabiliser,439.0,100.0,124.0,801.0,473.0,376.0,682.0,346.0,622.0,617.0,961.0
SHP-1 (PTPN6),25.0,402.0,911.0,741.0,346.0,841.0,729.0,343.0,228.0,792.0,940.0
SHP-2 (PTPN11),42.0,337.0,912.0,776.0,341.0,806.0,758.0,330.0,231.0,792.0,930.0
AR,867.0,31.0,384.0,410.0,990.0,32.0,604.0,192.0,781.0,227.0,600.0
ARFGAP1,383.0,826.0,624.0,85.0,34.0,912.0,624.0,761.0,270.0,936.0,866.0
ATM,844.0,103.0,280.0,388.0,862.0,231.0,656.0,351.0,758.0,350.0,173.0
PPK,311.0,9.0,764.0,539.0,804.0,549.0,373.0,777.0,580.0,488.0,675.0
FLT1,149.0,115.0,927.0,375.0,474.0,700.0,274.0,908.0,413.0,654.0,474.0
c-FGR,316.0,20.0,777.0,535.0,741.0,639.0,294.0,827.0,586.0,524.0,653.0
GSK3A,107.0,163.0,966.0,692.0,922.0,642.0,538.0,321.0,551.0,42.0,862.0
GSK3B,98.0,184.0,973.0,670.0,875.0,695.0,488.0,414.0,507.0,49.0,826.0
PDGFRA,661.0,973.0,801.0,69.0,415.0,251.0,486.0,716.0,47.0,557.0,303.0
VEGFR2,934.0,61.0,359.0,171.0,829.0,275.0,268.0,715.0,779.0,529.0,474.0
FGFR1,880.0,237.0,670.0,102.0,913.0,421.0,396.0,810.0,176.0,93.0,444.0
TIE2,413.0,451.0,790.0,72.0,74.0,872.0,344.0,983.0,520.0,555.0,727.0
JNK2,904.0,476.0,31.0,184.0,975.0,195.0,488.0,511.0,762.0,371.0,441.0
JNK3,837.0,595.0,0.0,609.0,562.0,154.0,605.0,578.0,635.0,794.0,343.0
FAK,266.0,68.0,741.0,327.0,882.0,636.0,400.0,752.0,399.0,279.0,748.0
FAK2,318.0,61.0,716.0,314.0,905.0,573.0,443.0,701.0,409.0,279.0,759.0
BRD2,751.0,424.0,505.0,318.0,869.0,141.0,569.0,70.0,656.0,858.0,389.0
BRD3,681.0,364.0,519.0,390.0,878.0,167.0,653.0,71.0,660.0,781.0,501.0
BRD4,991.0,368.0,311.0,454.0,613.0,48.0,557.0,61.0,508.0,831.0,261.0
BRDT,931.0,79.0,75.0,76.0,878.0,157.0,772.0,792.0,313.0,262.0,960.0
HDAC2,980.0,78.0,71.0,192.0,652.0,264.0,728.0,849.0,661.0,252.0,517.0
HIF-PH,800.0,151.0,221.0,205.0,749.0,545.0,796.0,435.0,514.0,626.0,870.0
Farnesyl-transferase (FNTA),279.0,31.0,352.0,629.0,843.0,748.0,911.0,133.0,741.0,400.0,996.0
PDK1 (PDPK1),155.0,381.0,887.0,394.0,39.0,839.0,325.0,693.0,752.0,874.0,583.0
not defined,550.0,110.0,414.0,542.0,98.0,604.0,682.0,500.0,372.0,946.0,965.0
XIAP,981.0,39.0,118.0,37.0,405.0,387.0,926.0,775.0,587.0,573.0,920.0
PPARgamma,990.0,61.0,246.0,32.0,719.0,220.0,903.0,655.0,625.0,196.0,793.0
PPARdelta,963.0,82.0,275.0,40.0,698.0,266.0,886.0,714.0,583.0,222.0,831.0
Procaspase-3,847.0,47.0,242.0,417.0,263.0,730.0,883.0,284.0,931.0,248.0,922.0
Procaspase-7,847.0,60.0,270.0,385.0,148.0,802.0,845.0,421.0,946.0,273.0,924.0
PAK1,890.0,541.0,377.0,44.0,188.0,783.0,864.0,757.0,169.0,554.0,926.0
SGK2,112.0,919.0,540.0,225.0,174.0,698.0,553.0,778.0,302.0,962.0,422.0
SGK3,143.0,892.0,506.0,198.0,265.0,609.0,603.0,731.0,274.0,946.0,393.0
SYK,988.0,321.0,66.0,33.0,622.0,400.0,729.0,649.0,682.0,353.0,440.0
Antimetabolite (DNA & RNA),27.0,967.0,984.0,804.0,166.0,953.0,288.0,206.0,231.0,712.0,99.0
SERCA,672.0,895.0,72.0,157.0,884.0,590.0,840.0,123.0,510.0,69.0,839.0
BCL2,985.0,484.0,435.0,103.0,716.0,33.0,852.0,577.0,28.0,226.0,693.0
BCL-XL,952.0,665.0,468.0,67.0,307.0,64.0,701.0,896.0,38.0,430.0,696.0
BCL-W,181.0,627.0,404.0,601.0,37.0,750.0,866.0,962.0,46.0,792.0,928.0
MCL1,638.0,307.0,153.0,572.0,722.0,667.0,548.0,128.0,978.0,283.0,854.0
Retinioic X receptor (RXR) agonist,950.0,121.0,145.0,422.0,883.0,139.0,869.0,361.0,511.0,536.0,393.0
dsDNA break induction,455.0,924.0,503.0,499.0,31.0,916.0,238.0,665.0,571.0,610.0,407.0
BTK,356.0,311.0,299.0,357.0,283.0,916.0,303.0,477.0,953.0,662.0,390.0
HSP90,778.0,912.0,235.0,360.0,817.0,103.0,406.0,41.0,870.0,301.0,211.0
Biguanide agent,697.0,289.0,106.0,686.0,457.0,408.0,268.0,556.0,848.0,808.0,761.0
PDGFRB,866.0,79.0,169.0,200.0,844.0,443.0,684.0,277.0,795.0,391.0,925.0
IKK1,991.0,13.0,297.0,170.0,840.0,77.0,463.0,446.0,908.0,456.0,247.0
IKK2,500.0,518.0,909.0,302.0,46.0,403.0,403.0,935.0,423.0,720.0,12.0
Amyloid beta20,776.0,167.0,206.0,242.0,296.0,513.0,655.0,986.0,384.0,521.0,413.0
Amyloid beta40,789.0,44.0,132.0,360.0,310.0,349.0,702.0,992.0,401.0,407.0,344.0
JAK1,15.0,792.0,900.0,765.0,11.0,946.0,334.0,982.0,277.0,740.0,717.0
JAK2,979.0,49.0,303.0,290.0,970.0,49.0,534.0,58.0,833.0,382.0,198.0
JNK1,66.0,14.0,177.0,947.0,513.0,703.0,662.0,886.0,559.0,266.0,997.0
KSP,837.0,898.0,307.0,551.0,425.0,200.0,547.0,10.0,562.0,841.0,226.0
CDK6,744.0,910.0,600.0,24.0,7.0,838.0,96.0,832.0,746.0,819.0,368.0
p38alpha,66.0,818.0,694.0,983.0,500.0,323.0,484.0,168.0,280.0,845.0,141.0
p38beta,78.0,843.0,717.0,984.0,426.0,353.0,468.0,193.0,288.0,854.0,121.0
PI3K (class 1),972.0,58.0,49.0,181.0,837.0,244.0,310.0,477.0,883.0,423.0,512.0
PI3Kgamma,956.0,492.0,683.0,51.0,70.0,249.0,297.0,922.0,641.0,683.0,7.0
PKCB,322.0,21.0,705.0,377.0,783.0,676.0,495.0,586.0,709.0,526.0,710.0
RSK,239.0,176.0,971.0,669.0,855.0,581.0,500.0,320.0,362.0,325.0,372.0
PI3Kdelta,946.0,20.0,380.0,214.0,739.0,271.0,485.0,544.0,867.0,446.0,438.0
G9a and GLP methyltransferases,606.0,61.0,722.0,452.0,222.0,485.0,179.0,679.0,912.0,657.0,494.0
FLT4,121.0,427.0,931.0,623.0,76.0,321.0,338.0,928.0,327.0,767.0,361.0
AXL,224.0,690.0,867.0,226.0,192.0,641.0,458.0,876.0,406.0,622.0,252.0
NTRK2,317.0,779.0,426.0,628.0,83.0,814.0,425.0,234.0,607.0,837.0,802.0
IRAK1,79.0,782.0,681.0,756.0,0.0,847.0,156.0,760.0,819.0,961.0,600.0
