,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
EGFR,0.388888421033,0.0283973753695,0.0931412484718,-0.38672781736,-0.33843254959,-0.0469261104586,-0.015810786647,0.328931826986,-0.0703331155838,0.0451250416231,-0.106073795315
MTORC1,0.101792738379,0.213952505232,-0.0763053237063,-0.0998232628802,-0.0760561075458,-0.0770994732065,0.166439794046,0.109355168019,0.0919556502592,-0.298373264721,0.0350475175459
PDGFR,-0.067197514174,-0.11128071161,-0.0751805370357,0.0767532525381,-0.0591582750497,-0.0315454973906,-0.0967023454909,0.0325364303415,-0.02457859668,0.0328076049918,0.00397296480807
KIT,0.020116029893,0.0848255637647,0.0815182270875,-0.00172506091105,-0.192285829159,-0.116794300429,0.0195064284983,0.144237415074,-0.000959764351909,-0.102203263756,-0.0321717459487
VEGFR,-0.0320571095504,-0.025094674764,-0.108363670019,0.173229862796,-0.0921171392424,-0.0900706255677,-0.204292946111,-0.129029563925,-0.0105564976247,-0.0823509910214,-0.0336346790408
FLT3,-0.0539644878454,0.121281136665,0.00882309522706,0.0915882162359,0.0986006196205,-0.056804986271,-0.0729689625079,-0.184348545116,-0.00705923857229,0.0113861498079,0.00114828529591
RET,0.0558791732175,0.115956185779,0.041979715485,-0.117778779733,-0.0655992059272,0.0132982501256,-0.0582535148259,0.0653856440646,-0.0286483024713,0.0374986555474,0.0458474338337
CSF1R,-0.0837247055443,-0.0866937369266,-2.02974817038e-05,0.0353383008308,-0.157431818074,0.0372377703069,-0.0605585828752,0.226086238476,-0.0752339445747,0.07180722178,-0.017184375261
MET,0.789042703056,-0.104283924161,0.00628492586854,-0.30653410448,-0.175970866847,0.262681753897,0.0463572426715,-0.0205413247944,0.0907590879088,0.0142059201629,0.00805805881994
Proteasome,0.209473152408,-0.11330496743,-0.130755782938,-0.061161391915,0.0601317636739,0.056553172722,-0.00590827956957,-1.33515207808e-05,-0.0312012470244,-0.0640498178093,0.0187153817393
CAPN1,0.00341449354533,-0.0252052807579,0.0774912235096,-0.0315283120223,-0.102189598305,-0.00498499151264,0.0127257237613,0.0951307523824,-0.00304619452354,-0.0251296341175,0.0123023246526
Microtubule stabiliser,-0.0617583540637,-0.0330386910994,-0.146355539892,0.17466570064,0.0668753066466,0.232655236757,-0.0966078917262,0.100402631474,-0.140232760096,0.0232103483024,0.00661457116168
SMO,-0.033491531761,-0.0305468543932,0.055041601324,-0.00688625054729,-0.140541367248,-0.0430182559459,-0.00170437755573,0.0809291096084,-0.0141067961214,-0.0564661747709,-0.10564966486
BRAF,0.047225396633,-0.185559299291,-0.0853350837235,0.0480442829603,-0.00255409273806,0.0215087486392,-0.0560596784075,-0.114935205021,0.0636958649371,0.0554071145746,-0.188222106324
RAF,0.0295285221489,0.0463555991996,0.0593127785064,-0.0375680439209,0.0588670348812,-0.025473104174,0.0518372583587,-0.0652611161024,0.0175380370709,-0.00110244650302,0.0333455342321
AURKA,-0.389002243612,0.163913314176,-0.113267065739,0.463184951797,-0.0840871460919,-0.0586071314798,-0.00858002775907,-0.0862819652136,0.0571499013353,-0.2670423033,0.0145627196838
AURKB,-0.0539553601689,-0.0637463693648,0.00298540482618,0.138014131482,-0.0165104748709,-0.0267665487895,0.000530501594021,0.0514526731364,-0.0502907437028,-0.0122679495159,-0.100254577416
AURKC,-0.296413766913,0.017231231947,-0.119086258771,0.267042250812,-0.127798746124,-0.0406659385101,-0.0631755567795,0.0357072014025,0.029592354382,-0.179430722616,-0.0416911253434
others,-0.0257817632881,-0.0183824226303,-0.0193045224748,0.0605333682163,0.0240586615276,0.0547862642956,0.0211235940538,-0.00347058358881,0.0237596649704,0.0222165620118,0.0774656091037
ABL,0.0376786645569,-0.0939658180616,-0.0165566684677,-0.0862799400689,-0.0561499608182,0.000951703369077,0.0239961196937,0.0146799352805,0.0920706238109,0.0454334792247,-0.113268729481
ALK,0.177276003756,-0.0598909397941,-0.00482755994218,-0.0147305505288,-0.114934511271,-0.126468441029,-0.125555817127,-0.156600281194,0.0273033308007,-0.0762780181121,-0.119716003043
ROS1,0.266309119072,-0.0809880520678,-0.00756264656956,-0.0993332416076,-0.050360596003,0.145380896488,0.0629288694687,0.0378591729337,0.0362236501985,0.026050227594,0.0487544794238
SRC,-0.0300245085172,-0.0816740005371,-0.087104147007,-0.0437465957038,-0.291505835469,0.0201549909796,0.0591648133027,0.275797924084,0.0300108646327,-0.165167779597,0.0309656871605
KIF11,0.0136912608815,-0.103950186796,-0.0758776957854,-0.0273914191251,-0.054293891274,0.0402519229819,-0.0458625062084,0.104562620874,-0.0330212737229,0.00747211569703,-0.0744906439695
gamma-secretase,0.0457197238738,-0.071072748787,-0.0245977773956,-0.0787600678852,-0.0681305096871,0.0203063598615,-0.0100423829827,0.121460506757,-0.0205229693291,-0.0473456857282,-0.0396736268753
Ephrins,-0.0474922574781,0.0783837870911,0.0402105413324,-0.198556715478,-0.0865460507992,0.0417220137811,0.227203589024,0.358751123957,0.00952310004308,-0.0947292546123,0.024198713502
BCR-ABL,0.0236814233905,-0.0517843063123,-0.00577391125521,-0.0597380809489,-0.0140224422803,-0.00360729737706,-0.024737195771,0.036574029399,-0.0150037251126,0.0383241012533,-0.0716274305246
CDK1,0.0632549626512,-0.0819162299272,-0.0453816885475,0.0373448954557,-0.0106272773754,0.122306576616,-0.0422585713265,-0.0599117299624,0.0324650730072,0.0528027298613,-0.00689899742961
CDK2,0.0840308951018,-0.0680657879955,-0.0334361860305,-0.000876245104431,0.019153924388,-0.109824437102,-0.0954151911891,-0.232569797417,0.0818108805299,-0.0829237966328,-0.106764897343
CDK5,-0.0403680323489,-0.0208303421211,-0.11303181688,0.0511019004424,0.0918873735742,-0.0336154640004,-0.0146398072405,-0.154099293627,0.0941874379367,0.00509959584493,-0.0131319254281
CDK7,-0.404169238881,-0.0398070211485,-0.0131024148725,0.244485969719,0.206723656905,0.0937054325569,0.11519252714,0.0186180480911,-0.0438011941223,0.0128254510392,0.132896359532
CDK9,-0.0575738009439,0.0757201884606,0.18334739806,-0.0736117465006,0.0340176470743,-0.0582627580904,0.00682218057134,-0.0194285994297,-0.0594250376376,-0.0169326873295,0.0425859327402
PKC,0.110763554144,-0.124799214153,-0.11374438635,-0.173047699852,-0.0296931169955,-0.0147064265643,0.0150048933845,0.145534972344,-0.0310559664066,-0.0212624127455,-0.0249224469335
CDK4,-0.10007190795,0.00762884452157,-0.119763544315,0.0736559315219,-0.0165868591003,0.0557444485277,-0.134578370051,0.0111807274444,-0.0264390125297,0.0481120709183,-0.03595189096
LCK,-0.0581116120944,0.349925073596,0.03302541088,-0.0346458323919,-0.372883494167,-0.232433292827,-0.00292994040001,0.256209885615,-0.022755754744,-0.366369975403,0.0246549250977
FYN,-0.0043616005065,0.0113773794902,0.0410351660571,-0.0547803960099,-0.0501197312711,0.0491359679884,0.107740640328,0.144350192576,0.00778177143353,-0.0332359384211,0.0597217058862
BMX,-0.172023726313,-0.0618673987756,-0.0592064844353,0.176429187768,0.00453573041264,0.0223268986988,-0.0898028469576,-0.0865877156195,0.0137642538691,0.0885095301137,-0.0721202723284
PLK1,0.0809531034784,-0.209382193551,-0.128134923787,0.000275062640003,-0.00771183494044,0.0928892296859,-0.122705166155,0.0745478164885,-0.0778081822919,-0.0167471724892,-0.0590948857408
PLK2,0.0103009460602,-0.0925779919999,-0.0471199529279,0.00539076769181,-0.0325670770316,0.0631256211885,-0.0373740214976,0.0555372734807,-0.0141579025419,0.0116025527708,-0.0277636350825
PLK3,-0.196306497422,0.0432524791902,0.130627514024,0.0935309048546,0.145541233065,-0.0210359208274,-0.0835520309287,-0.130069662232,-0.0573667372946,0.0109038781373,0.0837349353751
IGF1R,-0.115485349499,-0.23329853541,-0.0879392043078,-0.0106100825946,-0.0926046172215,-0.0953082724142,0.0874408270524,0.13310284786,0.0204908437567,-0.0726846236834,0.0258089212474
IR,0.031511685981,-0.191758519575,-0.131066529408,-0.00849656662188,-0.122951440344,-0.01706129792,-0.0149830056438,0.103922000701,0.00291210260304,-0.0503607062666,-0.00635147112621
