,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
EGFR,0.0314082094112,0.108600753144,0.0533872795497,-0.0752922327023,-0.109851651542,0.124285317273,-0.0448037903643,-0.0349288265453,-0.0176425413756,0.0363332613811,0.00665369460299
MTORC1,-0.481234531711,0.130518929294,0.223080260666,0.208973701201,-0.478385577206,0.295192100846,-0.152974470406,0.400364409831,-0.114738626872,0.210273835325,0.221211251996
PDGFR,-0.152338104247,0.226313640844,0.110362300382,0.0699012012986,-0.124230430123,0.184518717004,0.0348400952446,0.0163757012779,-0.0528479218761,0.153240834106,0.0699281452662
KIT,0.0475162212939,-0.0486420408614,-0.0308053697809,-0.0502199600095,0.0357634334115,0.0413768663986,0.0422420055126,-0.0109476569183,-0.0194301628724,-0.0274998948017,0.00845332485548
VEGFR,0.000266730797733,0.00341612014642,-0.0701428987511,0.0410482807624,0.0211402180111,0.0402226937308,0.100587916047,-0.0263775975715,0.0260036948507,0.0468735096357,0.0750455966009
FLT3,-0.235569860497,-0.0247763528829,0.064289033611,0.0373355761743,-0.0322432814038,0.107408475924,-0.0114771588868,0.00566256705836,0.014199800096,-0.0177638371682,0.114974434022
RET,-0.202520496465,0.0629424228665,0.0716847304511,0.173113756644,0.00232198727868,0.093040691708,0.0741114279506,-0.134861516314,0.0100980184731,0.0413202130305,0.135233950822
CSF1R,-0.0766520588578,0.168890997639,0.0420333753634,0.119672681371,-0.0839724531716,0.0802183889029,-0.0139453511274,-0.0793523741982,0.0878342097414,0.124905325178,-0.0241008854614
MET,0.0544966725065,0.071784252253,0.0369238403673,-0.0418876593607,-0.00245724698428,0.0305379403891,-0.00334770338727,-0.0482284824815,-0.0534569644242,0.0565961513206,-0.0369661843242
Proteasome,0.249346182165,0.195215031504,0.359972202958,-0.135299328407,-0.208104598689,0.113193031097,0.0344353185968,0.051348785798,-0.151743873797,0.332944525353,-0.16963698721
CAPN1,0.0835995692915,0.194668191114,0.0154254193994,-0.0041950039616,-0.0594302111016,0.00938804298265,0.0182410775035,-0.0410601504344,-0.0682042135264,0.0693790589527,-0.0261126093163
Microtubule stabiliser,0.0463392985737,0.0153608371245,0.326335388328,-0.114331822412,-0.203673444491,0.0873957685404,-0.137363938323,0.338467232015,-0.0130622466589,0.0952913566024,-0.20740688252
SMO,-0.0209861784057,0.150140178538,0.0669681162936,-0.0558179780594,-0.125594248606,0.0871370549143,-0.0724175920094,0.0664840204144,-0.0181152543684,0.00740691137816,-0.0504436481733
BRAF,-0.248115733061,0.192842721876,-0.0470145085194,0.213699389681,-0.121991300126,0.220039443563,-0.0251370543664,-0.00674393178033,0.0409624196103,0.204343338991,0.0738032995558
RAF,-0.0311228421409,0.144170726394,-0.000786854675726,0.0194916044558,-0.106976977564,0.114497028112,-0.0157045406435,0.0626840519613,-0.0126726185671,0.0240619954417,0.00428074754054
AURKA,0.0697691892407,-0.135355953371,-0.110228772297,-0.170693613424,0.0257104372651,-0.0728396246652,-0.00327135785608,0.161747666487,-0.0596869880024,-0.113303173995,0.0496277144473
AURKB,-0.101347976325,0.0550800947226,0.110522683454,0.00493309168139,-0.157165308008,0.0936831685821,-0.0253009370937,0.101904880167,0.0163945170472,0.0882815533782,-0.0157353977085
AURKC,0.168110270071,-0.144048673688,-0.0691818361066,-0.141521682039,-0.0481689062943,-0.0433499623396,0.0480372135771,0.0983800144211,0.0688936891026,-0.00482672577329,3.36133361853e-05
others,0.0113989975046,0.0511032547682,0.029110036784,-0.0482475158461,-0.0716802043858,0.00720058991644,0.0116543663859,0.0113285815631,0.0327163112354,-0.0196377369372,0.0520060282486
ABL,-0.0559522644655,0.157435806503,0.118748910644,-0.0450001189738,-0.0936523870707,0.15272675921,-0.0833921842425,-0.0214926357275,-0.0200161807127,-0.00871215015326,-0.010595850145
ALK,-0.188816067589,0.0476709815822,0.126757070334,0.0517926346445,-0.171660131334,0.119474121147,-0.108587470105,0.0743317778449,-0.00739822918474,0.155861858564,-0.0320288257767
ROS1,0.0984904478393,-0.0232756910083,0.0227193475082,-0.0872890540712,-0.0119939001511,-0.0187522681717,0.0107529717283,0.00345537627934,0.00815151072203,-0.00826596323941,-0.00270363453339
SRC,-0.0149636306246,0.088801646568,0.160888857396,0.0274343375606,-0.00450644859547,0.136184756316,0.0479477331414,-0.175854163358,-0.052373680027,0.173456734206,0.0366382659211
KIF11,-0.0243895321462,-0.014350131661,0.161688978192,-0.100484256528,-0.257126766871,0.106425409387,-0.0129352970025,0.288597422494,-0.0247646555065,0.0689840787009,0.0391965048709
gamma-secretase,0.0475944937927,0.0347981917572,0.17121762743,-0.0948149540065,-0.13639052947,0.0395344901299,-0.0473320641435,0.072949334361,-0.0107665226008,0.130916872322,-0.0558332446905
Ephrins,-0.0783448688484,0.159443392892,0.221887035797,0.0112223241741,-0.167001705926,0.131227389103,-0.0513407216224,0.0344782617979,-0.0708668905852,0.187022708343,-0.0306767992531
BCR-ABL,-0.0964544117643,0.151287478561,0.0951678584941,0.0129710638603,-0.123963636016,0.15193097186,-0.00759852258642,0.0329771581783,-0.05395586623,0.0595070702398,0.0609895034936
CDK1,-0.102040250559,0.081436297129,0.00831093155974,0.12482895137,0.0102029810016,0.121355026806,0.0779972239683,-0.0677006665409,-0.00372739380695,0.0986170878318,0.158942092683
CDK2,-0.373149127226,0.277712563969,0.185473676702,0.160871559653,-0.279139837139,0.293825291614,-0.00409209449092,0.126055456996,-0.0828473699764,0.035567862461,0.189454425321
CDK5,0.012896841015,-0.251176379005,0.0744315732514,-0.0832373177944,-0.012966037713,-0.03425560537,-0.00646177284719,0.109404503797,-0.0109347851962,-0.0704587836074,0.00937382032863
CDK7,0.0873577087653,-0.0859622734651,-0.0631935916543,-0.0497208119594,0.275581801452,-0.0955415360881,0.0970927899785,-0.163284858666,-0.0478974174551,-0.152919450392,0.00445583506632
CDK9,0.250664985524,-0.194674715808,0.0283593994037,-0.171886521095,0.302262695242,-0.220207116843,0.0383309279089,-0.186095621834,-0.112396794842,-0.17115760292,-0.17761177485
PKC,0.0509221694781,0.225678108897,0.214158359706,-0.00611643521178,-0.130218546883,0.111722354588,-0.0576379612586,-0.031195767296,0.0398062398078,0.201007069729,-0.177849980237
CDK4,-0.263353696226,0.0974345620503,0.151955030482,0.144603970053,-0.00194985742994,0.0861798117887,0.0166300071908,0.00965141577323,-0.179704370528,0.0137546814765,0.0422200490282
LCK,-0.170756329679,0.113380264588,0.214560678684,0.147350062613,-0.204237068574,0.165872253307,0.0449541307323,0.0668599066806,-0.177471353334,0.134879408615,0.0777206478012
FYN,-0.0642863657241,0.232389890014,0.202486581547,-0.00948358759294,-0.183070437829,0.202256219384,-0.00168762276728,0.0417736852632,-0.107044844096,0.13294289259,-0.0273311382984
BMX,0.111674427659,-0.0307696163544,0.0150128965226,-0.0147522239058,-0.0341997069968,-0.0118955756262,0.0615197443655,-0.101321593803,0.0334997438616,0.106965779306,0.104908822726
PLK1,-0.00477520043967,-0.0284210289264,0.381474859496,-0.15350033024,-0.39216972634,0.165267711089,-0.0562138058613,0.310916517269,-0.0121881186891,0.279413755574,0.00958203132272
PLK2,-0.0270586276733,0.0217827883243,0.142044804505,-0.053723915919,-0.18049659964,0.0836260879549,-0.0359731926013,0.130132289755,0.00210651798171,0.0767451425133,0.00978609265271
PLK3,0.219616848575,-0.110177951364,-0.171794071395,-0.0617783752579,0.239149297012,-0.12866032799,0.0716300650071,-0.154405726359,0.0534043095229,-0.0515957441729,-0.0398754460581
IGF1R,-0.281551298029,0.116575655281,0.187790033739,-0.0327330775103,-0.228206061081,0.0179572248793,-0.183578670531,0.269427281483,-0.166373078199,0.219151723662,-0.151527707428
IR,0.00321746034706,0.0610674626695,0.128236127412,-0.0791509862707,-0.0798818878359,0.0171074027465,-0.0319807831102,0.0430472661586,-0.04864774773,0.0586291225101,-0.12395257571
ITK,-0.153525197352,0.125425223615,0.239171073133,0.00354642402031,-0.107679373972,0.0613538287892,-0.0692512852385,0.080706817153,-0.147230923528,0.0440912470463,-0.0615982494572
RSK2,-0.036454020965,0.0337680601207,0.0370093163062,0.0107932819135,-0.0753490078671,0.0371522529597,0.0224497460113,0.0521920047589,-0.00649822732455,0.082580385996,0.0139325319426
Dihydrofolate reductase (DHFR),-0.111861172693,0.0783450550197,0.15725635736,-0.0943571592834,-0.220638388735,0.0779776762132,-0.0513359643761,0.29130392304,-0.0843228328737,0.0297301394501,0.0234734882124
MTOR,-0.0208444306375,-0.0645261123071,0.29798139125,-0.0218799650128,-0.0833498481217,0.0516614260672,0.00599077547845,0.0413191983296,-0.0407063012364,0.128507501204,-0.0553210377608
AKT1,-0.195680291076,-0.000169189873475,0.039997774763,0.089667825587,0.0543568482889,0.095730667533,0.0157697150213,-0.058053833548,0.00112647486603,0.0109975712985,0.057747880827
AKT2,-0.186439476351,-0.00523085504224,0.0332042088166,0.0880652689773,0.0501097193179,0.0953994292746,0.0209320119148,-0.0596622386501,0.0109107836533,0.00340346102077,0.0617856869813
AKT3,-0.032526146641,-0.0318472909171,0.150643474062,-0.138629640216,-0.0430452634329,-0.0237697892205,-0.128751795845,0.080786396541,-0.0923082186276,0.0301390222526,-0.0742054935487
HDAC1,-0.0587633862768,-0.142578071868,-0.152909211496,-0.228033647481,-0.201514981537,0.0654869986511,-0.101247314257,0.529319244834,-0.131340790562,-0.0197424820706,0.106542398839
HDAC3,-0.0905797700354,0.175082617626,0.166515404804,-0.000770026347242,-0.26885608614,0.191151443595,-0.00815352530012,0.165259106335,-0.0448479422417,0.132821207244,0.045206278613
IKK,-0.00656741561384,0.113727426446,-0.0103019559897,0.0315901955694,-0.0659135518148,0.0477874339309,0.0326518195641,0.0183398166789,0.0100945042239,0.0218008011731,-0.0166571936464
PI3Kbeta,-0.114121492647,0.32619948817,0.185950556203,0.106429440309,-0.18185234462,0.0490932435591,0.0780479982607,-0.0221327502289,-0.0254994030692,0.14377126971,-0.0883063056896
ERK5,-0.111841497698,0.109054739528,0.0292761141998,0.0667525123939,-0.029948112899,0.076225043436,0.0321580542813,-0.0121143579468,-0.0337931487874,0.0125663096789,0.0808860719521
BET,-0.179150479875,0.146367281199,0.201327772968,-0.0136211012542,-0.20201835949,0.122836047297,-0.0349429506944,0.20870888694,-0.13324349577,0.102525066255,-0.0168821655656
