,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
EGFR,0.397614578071,-0.00745077611232,0.0645344386747,-0.190284350013,0.213218607714,-0.0454801713734,0.0493913428989,-0.116650769757,-0.143662475023,0.138206078163,-0.0162623915354
MTORC1,-0.0996027248368,-0.12045131869,-0.0875068845216,-0.0818508746849,0.0822865855917,0.0626654711495,0.0894485195022,0.0777710636612,-0.0477803726571,0.0256614864646,0.00728362384944
PDGFR,-0.0506585513578,0.0875101303318,0.023560560327,0.00316838906462,-0.061470691846,-0.0117809757357,0.0090118242125,0.0298739416013,-0.00167401606483,-0.0533812998064,-0.0446348501413
KIT,0.0417776711534,0.0382262633875,-0.00567963253833,0.00637467079245,0.1916534831,0.0206073286325,-0.018603639612,-0.215782976695,-0.134872112526,0.0351208240048,0.0525322821456
VEGFR,0.0491594301708,0.0732079175295,0.0142603843224,-0.00244598562871,-0.115335177008,-0.0310547414816,-0.00695478260288,0.0299069293331,0.0312851641889,-0.0750138961561,-0.0259874003193
FLT3,0.107990744732,-0.046649815288,0.0148220571374,-0.137249785996,-0.00869573528895,0.0355216619199,-0.0458584389286,-0.0428914762122,-0.00672811572886,0.0302860193846,0.0197836829466
RET,0.0386481614012,0.0214724791753,-0.00184929222849,-0.0829686534076,0.0226541496256,-0.0377039553759,-0.00392565101201,-0.0455268683198,0.0522080186188,0.0110379352364,-0.03389524075
CSF1R,-0.0422460436114,0.0539565045102,0.0524233892166,0.0117249405399,-0.0113730684636,0.00287606228835,0.0226818295505,-0.0388829700733,0.0140336630769,0.00717671677533,-0.0524959271607
MET,-0.0256395295121,-0.0111743545146,-0.000745360930297,-0.0505925104346,0.000301584549889,0.0185839249707,0.0369301475693,0.0363744029098,0.0782477305947,-0.00980719488981,-0.0321516948546
Proteasome,-0.107435103819,-0.061214212344,-0.163877976451,0.217584673329,0.170597913482,-0.0353966378838,0.0904147398517,0.0553644368052,-0.168504995258,0.0372540261133,0.0212570617798
CAPN1,0.0496000874796,0.0461418318919,-0.0502444737604,-0.0554287489085,0.0382622864948,-0.037098628419,-0.033169113116,-0.0587233168371,0.038315984243,0.0421997410123,0.022015106237
Microtubule stabiliser,-0.344212339727,-0.307650809465,-0.170673767342,0.249854109763,0.247020427708,0.0997686003759,0.208304863266,0.153601481923,-0.156277489817,0.0428066868899,-0.00388066237256
