,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
EGFR,0.254515789657,0.0892160411863,-0.12143855835,-0.0778867822634,-0.0124051715201,-0.226708477056,0.0379311321514,0.171984124804,-0.136396618198,-0.176106989995,0.22575661158
MTORC1,-0.0796720732669,-0.00651745898537,-0.0414243173531,0.0916922889625,0.0801804013912,0.0198835177258,0.0189264160024,-0.15808151357,0.0976071712915,-0.00305193291559,0.0105883974572
PDGFR,-0.0778685010463,0.00105775162562,0.0375147078263,-0.0132063786838,0.0124865354326,0.0865550660832,0.0175551025484,0.0153456748647,-0.0535651886585,-0.00330925735147,-0.008063503241
KIT,-0.0835253476913,-0.0253170493111,-0.0882910920453,0.0693822567536,0.000258150188457,-0.0263862851449,-0.0115920902439,-0.0314552165063,0.0706288908558,0.0543106010725,0.017369356222
VEGFR,-0.0611889707046,0.0119392812045,0.0267728795745,-0.00236830117799,-0.00890641615547,0.0392373478079,-0.0181121610468,0.0980273490291,-0.0626861500125,0.0196174356292,0.0101455954143
FLT3,0.00912430880513,-0.089474315068,0.0469442876416,0.0205741013829,-0.0906417362453,0.0235986962394,-0.0252171557585,0.0490229551493,0.0750673178232,-0.0484733001186,-0.0738174724798
RET,0.0891130326335,-0.011732207921,0.00350444591977,-0.0615267938219,-0.0753008478937,0.025490109499,-0.00260063831601,0.140761046534,-0.0946176786444,0.00751508165524,-0.0679200229086
CSF1R,0.0469198518532,-0.045928503641,0.00711085723583,-0.125728763094,0.00520866909019,0.0503880463542,-0.00121254884737,0.0285531587661,-0.0297421349668,-0.00120413659016,-0.0839959975105
MET,0.0280901696749,-0.00259655786291,0.0476150825971,0.00219343122087,-0.0513053578434,-0.0434473935759,0.0170202103075,0.0857424707698,-0.0331104408253,-0.0177043240716,0.00119997993676
Proteasome,0.104655680902,-0.0413577943365,-0.0351734280679,-0.0425636584164,0.0283651897389,0.112447748682,-0.0329924547011,0.0181120082564,-0.0597423614407,-0.0629098219776,-0.118017433975
CAPN1,0.0112347270904,-0.015325358774,-0.0125632298405,-0.028435595297,-0.0186517285458,-0.0285452763336,-0.00115110412937,0.0589768815847,-0.0051516161797,-0.0103340553639,0.0215528092606
Microtubule stabiliser,-0.0381795625607,0.0491294337939,-0.0216525823214,0.0871602716905,0.157075936937,0.149809996856,0.0279433339934,-0.285124157933,0.113207151194,-0.0328180742923,-0.0189364228251
SMO,-0.0374415356618,0.0198398648215,-0.0118099814383,0.0428988187244,0.062383611387,-0.0205218085326,0.00370852743676,-0.0172184194147,0.00669509242427,0.0207063043266,0.0137104562544
BRAF,0.0476024984541,0.0750539083975,-0.153372094075,0.166969927057,0.195760484009,0.00387479771699,-0.103692259202,-0.0594504675527,-0.0226586231995,0.0954769966412,0.0247856587599
RAF,0.0198595523123,-0.01462792895,-0.0102514827907,-0.0183322984125,-0.00395599103462,0.00496806731752,0.0022874152306,0.025903104663,-0.00670263903282,-0.0163777207665,-0.00234303498326
AURKA,-0.166772793419,0.0784352555085,0.04051743843,0.0982612517088,0.0618015949082,-0.0407171702967,0.0907551804311,-0.196312587356,0.117771876268,-0.0393216838468,0.0204024730322
AURKB,-0.0432384764355,0.0803872284688,-0.16672328234,0.0299599908504,0.15783746098,0.0794157883922,-0.0324056233445,-0.0787022608499,0.0229640425764,0.0258103316983,-0.0570940722592
AURKC,-0.106800265696,0.0452936512119,0.132135590193,0.0542626666261,0.0514465711736,0.0477863863356,0.0683992258176,-0.137987881362,0.04668300527,-0.0144794403486,0.100980384875
others,-0.0320620713955,-0.0358325858121,0.0525214501434,-0.0279297776626,-0.0137359841584,-0.0205708477177,-0.00198457456593,-0.0807392096647,0.0463589559281,-0.0228247620884,-0.0439773749407
ABL,0.00915827024522,0.0472912258688,-0.0927595899389,-0.0267816012426,0.0647754727791,0.080025690906,-0.0353382153541,0.00779745487157,-0.022303889364,0.0182711639264,0.0625704633457
ALK,0.00750501343082,-0.0095865621215,0.0577159078643,-0.0119587931046,-0.0193388143844,0.0502239404478,0.101636759234,0.0249150771163,-0.0349532881826,-0.0225548480119,-0.0502177157876
ROS1,0.0100428853696,-0.00543697473398,-0.00483011012779,-0.00510148401089,0.000179752032003,0.00588462657562,-0.000188004915933,0.00853748665597,-0.00374312200432,-0.00728137975067,-0.00448597578691
SRC,0.0382942967461,0.0491653024485,0.0228396544056,-0.0224136282565,-0.00649960860503,-0.0532916708349,0.0544328098261,-0.0986847941181,0.0259823999849,-0.0894434741575,0.0259985995906
KIF11,-0.0196006736061,0.0207385819195,-0.0150682988062,0.0275922414238,0.0167451848632,0.0116048264957,-0.0176406170666,-0.0359351721592,0.0191031208766,0.0318364043158,0.00273641700625
gamma-secretase,0.0312466116829,-0.01038910378,0.00476886744828,-0.0059371811575,0.0001480212611,0.0253779323737,-0.0022207312388,-0.000220994440113,-0.0187440726466,-0.0192830073127,-0.0356643753593
Ephrins,-0.0304065704727,-0.0090523322483,0.0557482545235,-0.0120124809908,0.0132290456142,0.088564621955,0.0585767504897,-0.109644570481,0.0456227252285,-0.0469122364894,-0.0532614577945
BCR-ABL,0.0347504663266,-0.0337419243315,0.0171101999041,-0.0302113608135,-0.0121846684233,-0.00314028638042,0.019107522006,0.0351394219369,-0.0219779360159,-0.0451325172725,-0.0200857156875
CDK1,0.0606191652363,-0.0726252525859,0.00557618448985,-0.0591208618682,0.00171035735378,0.0161583476116,0.0539184085285,0.0110438686009,-0.012311162807,-0.0582929044324,-0.0771549840756
CDK2,0.0532279288171,0.00112807384289,0.161570328025,0.152383277019,0.00468914061498,-0.255890897018,0.126455112039,-0.354576102697,0.140825421435,-0.124871529335,0.0762278779525
CDK5,-0.105093120541,0.08077539085,0.00873149105308,0.14083428996,0.0566450441586,-0.0476162109546,-0.0467334225628,-0.258126510957,0.114069717056,0.0537191385287,0.070640790196
CDK7,-0.109447886976,0.13076755894,0.0525919717638,0.254803822585,0.0205763574697,-0.183211329848,-0.0672393466832,-0.152116984439,0.0599107966359,0.0326826078385,0.117266102812
CDK9,-0.100595756193,0.146970415615,-0.0431994260549,0.19634503221,0.00229835265645,-0.242329875861,-0.0913757317481,-0.122363619819,-0.0211826189104,0.0538276982628,-0.00996546716687
PKC,-0.0250639853058,-0.0246511009433,-0.0424246578281,-0.0576262204371,0.0643477578243,0.0868269991414,-0.0258335110811,-0.00324720990133,0.0247223433674,-0.0417613997145,-0.0543375857062
CDK4,0.108903865844,0.0770051408541,-0.0572645191628,-0.0387590302394,0.0460532486311,0.0121489006808,-0.0390091910819,-0.048662070298,-0.0312869210902,0.0551198578029,0.0377713054387
LCK,-0.000132639205424,-0.00366095656869,0.0322467893311,0.0433757098369,0.0146760181978,-0.0680891906046,0.100868611288,-0.224047518219,0.102642923704,-0.0485128837233,0.030527201092
FYN,-0.0097758579338,-0.0442460788422,0.0486981501454,-0.0681886730298,-0.0101217799659,0.0778282070195,0.0660768355842,-0.0236992854628,0.0284474146207,-0.0881355562071,-0.0454445792891
BMX,0.00942026145705,0.00842425085264,-0.0306240445366,0.0507956797161,0.130994307245,-0.109482143627,0.0817122265235,-0.217340924429,0.064729750416,0.0326316775034,0.082066777589
PLK1,0.0712350374121,-0.040248850448,0.0307586790732,-0.0275122312107,0.0119220171768,0.0911777867063,0.0209346818117,-0.0249816119647,-0.044127722641,-0.0798153961697,-0.102525904663
PLK2,0.0337682954733,-0.0236486777769,0.0211792537846,-0.028050100103,-0.0088237692825,0.0232069373115,0.0262571900181,0.00551421694534,-0.013595114723,-0.0446840717422,-0.0325105693362
PLK3,-0.0404266810009,0.0111325493063,0.0417398988167,0.038911647219,-0.0859531102361,-0.0476819612147,-0.0349763825263,0.0190264891091,-0.0112585291776,0.0538989016092,-0.100525900386
IGF1R,0.104664420275,-0.0777014058536,0.110388386853,-0.118480435841,-0.0694992154547,0.0372286540439,0.0338017987654,0.0113245507407,0.0503630526097,-0.116045222723,-0.0688903444557
IR,0.0351250120738,0.0502032065603,0.00115041183811,-0.0405315112995,0.0371654851371,0.0226680602058,0.00432588462092,-0.0851311018173,0.0284398940486,-0.0640914743221,0.0120866747584
ITK,-0.0104736818826,-0.0297570883062,0.0254125302393,-0.0477763328082,-0.0125767577181,0.0316734687161,0.0386950616126,-0.00231192622353,0.0292889778662,-0.0410420790102,-0.00877789159522
RSK2,0.00228820452476,-0.0030555078293,-0.0265394741816,-0.00929004053686,0.0122180644762,0.017245986619,-0.0185089047672,0.00912819230715,0.00598934833479,0.000720611726487,-0.00542298611805
Dihydrofolate reductase (DHFR),0.0449508302355,-0.0175425624593,-0.0269176426211,-0.0220414228609,-0.00632849331066,-0.0153561840211,-0.0240625675531,0.0750873732106,-0.0400666466573,-0.0185327082264,0.000161379223531
MTOR,-0.0946894494724,-0.0398128602724,0.0944689702978,-0.0147393110117,0.248092851147,0.205428607752,-0.033792740805,-0.300180224589,0.105385544069,0.00957246996136,-0.0532445594163
AKT1,0.0606058466793,-0.102490591069,-0.00946287862652,-0.0582455119724,0.0386482057413,0.0211007856495,0.0466378933775,0.0149546389771,-0.104250050431,-0.0272654979775,0.0123279922944
AKT2,0.0572919737771,-0.105793387096,-0.0117496650163,-0.0504303342992,0.0476127063078,0.0326582607457,0.0450416500446,-0.000446467325552,-0.0940700379737,-0.0248366466158,0.00346502154052
AKT3,-0.0167131561205,0.0459400639072,-0.0167220089869,0.0788103752233,0.0614037971612,-0.145759319244,0.0275853950552,-0.235487380667,0.123680718635,-0.022183147472,0.0788812332174
HDAC1,0.219543034981,0.11517707246,-0.0242508641924,0.0230324517996,-0.157680924239,0.0677863755176,-0.043598199673,0.120686516414,-0.285532740118,-0.0532199662363,-0.145301689145
HDAC3,0.025439684521,-0.0364907911219,0.0191311393981,-0.0543787393345,-0.0222440554398,0.0220126641015,0.0364310574591,0.0311019124522,-0.00223209160282,-0.0612331031514,-0.0182387338835
IKK,0.026353954032,0.00940000181925,-0.0571782657333,-0.0320614221874,0.0425389274713,0.0363451176207,-0.0110638234057,0.0576195746273,-0.031180440853,0.0145518927234,0.0372015507442
PI3Kbeta,-0.0491118467547,0.0333086318288,0.00270871847067,-0.0508223374985,0.072858570658,-0.0132464116564,0.148587526804,-0.0388400912057,0.00347550936502,-0.129107219531,0.0659591623813
ERK5,0.0130418344635,-0.00737509064951,0.0539573508226,-0.0277114942625,-0.119555000423,-0.032445471131,0.0383546470341,0.0827915314733,0.00791774168201,0.0168251243874,-0.0219892720901
BET,-0.0349141862914,0.000424118072025,0.0100016892753,-0.00890689734821,0.0117388052532,0.0224118548275,0.0166675622403,-0.0469801760935,0.0399411834977,-0.00517802080035,0.00261189107969
EIF2A,0.0225614428301,-0.0252062480508,-0.00307365325645,-0.0361580892389,-0.0193425520033,-0.0118683929818,0.0157404533791,0.0496142101297,-0.00708861212639,-0.0281655855614,0.00123008463267
ERBB2,0.201193134274,0.0343237413009,-0.111335029116,-0.0629694404901,-0.112988303596,-0.0520329900125,-0.0285113853787,0.233244842584,-0.202496063389,-0.099381113564,0.0144755846548
ROCK1,0.00409693204471,0.114674344396,0.0240462096477,0.0812651412771,0.032435371581,0.0496567873511,0.04971161207,-0.136449804184,0.0247574696439,0.0877821066688,0.0860240747013
ROCK2,0.055114503353,0.0739676577146,0.107761103601,0.109673012095,0.0156199934037,-0.0933409230205,0.0231867718592,-0.230229978041,0.0501495791949,0.029821327691,0.0361527620634
Anthracycline,-0.0837975574633,0.0296782645563,-0.0382484637717,0.010459050254,0.0915232462548,0.135368075303,0.00122804410724,-0.181610940073,0.0448223218481,-0.0123345651554,-0.0560128928283
TOP2,-0.187157486602,0.0557058603606,0.0102055763361,0.142778592617,0.0923596813046,0.231794096636,-0.0383397659977,-0.274981273876,0.0694429042006,0.0758405873206,-0.0654316782042
Pyrimidine antimetabolite,-0.280843873671,0.127033083398,-0.0495131229612,0.071379392286,0.111589362669,0.451267646068,-0.281239158261,-0.219296995488,0.076227018498,0.156493592198,-0.0188940452105
DNA crosslinker,-0.176546887906,0.0387619291805,0.0857273922643,0.0500335444952,0.162518542642,0.19448441905,-0.0537002562628,-0.164389225266,-0.0786549610992,0.0207617246172,0.00786810102272
Microtubule destabiliser,-0.125771950822,0.0950864191901,-0.0357438537257,0.097735491196,0.173189084445,0.1326560359,-0.0389044425064,-0.319638742189,0.123005503121,-0.0340256597423,0.00610884309957
SHP-1 (PTPN6),0.0499243099636,-0.0274738183846,-0.0367750450651,0.00858993817523,0.0230015177281,-0.099188331446,-0.0359949628897,0.00257693254869,-0.0151816183262,-0.0187730306147,0.0659874438099
SHP-2 (PTPN11),0.046269593495,-0.0281762912951,-0.0370391996339,0.00930018395482,0.0279321049752,-0.0949708893927,-0.032900597683,0.00182901276513,-0.0136441574989,-0.0176356361428,0.0645008141044
AR,0.0280231726421,0.00791187660495,0.0102527144961,-0.0233437433105,0.00342295606636,-0.0112977840083,-0.00596460042782,0.0441590064769,-0.0437738996164,-0.0332307726344,0.00242949295759
ARFGAP1,-0.0410062934082,-0.0276925918067,-0.0852737753028,0.0335932768782,0.110106739105,0.00176520174386,0.0377882085599,-0.17382265507,0.0684029583082,0.00421574264971,-0.0682005127973
ATM,-0.0248441517697,0.000299600231314,-0.0115337935519,0.0246185563815,0.0353722201918,0.0462934896681,0.0689281927753,0.00492936826899,-0.0100082137549,0.0163462715371,-0.00476261849055
PPK,-0.0365697898486,0.0560885460435,-0.0403940499709,-0.016595393211,0.0276819900263,0.0382170966048,0.000782758174699,-0.00822487669108,-0.011801422895,0.0160392002632,0.0378878846579
FLT1,-0.0389016226225,0.060973593061,0.00660987464716,-0.00418397250088,-0.012049708419,0.0232731677695,0.0125091145366,0.0298432787006,-0.0084676541959,0.00871187039829,0.0354053081605
c-FGR,-0.0354791409669,0.055189300181,-0.0384469505833,-0.010398600044,0.0318095809682,0.0249282414907,0.00459479896706,-0.0198997357813,-0.00393767196855,0.016280335914,0.0444866729344
GSK3A,0.0527651608142,0.00419580311935,0.0726314482939,-0.00942684150081,0.0321531745447,-0.00326404058225,0.0542592388134,-0.0356914087509,-0.0563601779345,0.019652163194,0.00239402304985
GSK3B,0.0569733637646,-0.00161763028807,0.0741114091012,-0.0136236106342,0.0284410856832,-0.00384894095457,0.0560408632217,-0.0366396286595,-0.0538569808136,0.0236988286942,0.00432611483724
PDGFRA,-0.0169626445995,-0.0485454634843,-0.081477897752,-0.0175156446942,-0.112590216625,0.0919961293465,-0.0169256217923,0.0939132082878,0.0548623227657,0.0371872888092,-0.119448356902
VEGFR2,0.0163394339522,0.0194671266485,0.024421413568,-0.0153387931664,0.0192048514737,-0.00632718838477,0.0478683634715,-0.0161039113794,-0.00468494452842,-0.0328677014067,0.00500961503508
FGFR1,-0.0929954386875,0.035176619571,-0.00145086165108,0.0574282858109,0.0509591939353,0.010782642249,0.0444278879169,-0.0348329364278,0.0154110920735,-0.0290516950937,0.0414704832425
TIE2,-0.0186549604763,0.011904884072,0.0798507380014,-0.0132748940949,-0.063466019775,0.0250158771327,0.0583151346578,0.0417983664688,0.0118339578143,-0.0480153011678,-0.0191170959429
JNK2,0.063440610378,-0.0928350175959,-0.0168801231042,-0.109567070748,-0.102980728982,0.114083583413,0.00602971778643,0.173073639028,-0.0880050968654,-0.0123846281019,-0.0476699994097
JNK3,-0.020862668205,0.0505501724542,-0.000260235627751,0.038431855642,0.0218408427463,0.0326821961004,0.00920047660491,-0.048385728481,0.0300094437075,-0.028464375583,0.0253284995466
FAK,0.0458263877811,0.055496163947,0.0111380392396,0.0211014606201,-0.0250868144716,0.0155655740682,0.00189343817882,-0.0431767739092,-0.02210248651,-0.0140468688448,0.0308508179084
FAK2,0.0397924360906,0.0532632655348,0.00971396626808,0.0213349647649,-0.027470173421,0.0190274980776,0.0064489074226,-0.0359338075377,-0.0181716632652,-0.0167359775035,0.0321021997035
BRD2,-0.0294132429003,0.0312628182405,0.015295352907,0.0250180702952,0.00851300432437,0.0199972080464,0.0163116854903,-0.0457568383032,0.00832048274416,0.0231073408569,0.0114946102528
BRD3,-0.0325170566065,0.0235887866701,0.0254323434471,0.0270376909723,0.00722323063123,0.0246161080431,0.023516008236,-0.0429916246012,-0.000128641470708,0.0164685431534,0.0102526529897
BRD4,0.0201352511762,-0.0691148178325,-0.0599662683676,-0.155160277644,-0.0885786792341,0.0927781081007,0.0270963221904,0.218874290263,-0.0262644912828,-0.017897449439,-0.0474569060821
BRDT,0.0368102598552,0.000428825358864,-0.0437763000305,0.00464393393457,0.041573516077,0.0643169324184,0.0576070824377,-0.0616174467097,0.0856311403969,-0.0988659414076,0.00913126306807
HDAC2,-0.0453824141704,0.0344939508188,-0.115903245187,-0.0531790258959,0.0162863841757,0.178427478871,-0.0927217821215,-0.0575156401508,0.0202997350815,0.0721675945853,-0.00140034198499
HIF-PH,-0.0986082827059,-0.0363893042189,0.00442220403306,-0.18166174074,-0.0314173354271,0.165617035214,-0.0112709498967,0.0579830284376,0.0740908532548,0.0260036227607,-0.0395999775563
Farnesyl-transferase (FNTA),-0.057006456704,-0.0471996109627,0.0224605280983,-0.0442876642307,0.0159087086878,0.172134908893,0.0552445097802,-0.147010567703,0.133102071291,-0.035949371076,-0.0461982930736
PDK1 (PDPK1),-0.0489117903496,-0.00633266928056,-0.0233515513476,0.0538998140279,0.0130565294156,-0.0264384979986,0.0334438081005,-0.00562144840058,0.0393940387138,0.0758879612476,0.0210431716591
not defined,0.00600469896018,-0.0483168142007,0.0303134856564,-0.0867746688962,-0.0273513775579,0.00571041489386,0.00326377644249,0.055455713519,0.0432432084315,-0.0835553514432,-0.067371277453
XIAP,-0.00752094009635,-0.121403000952,0.0141614021547,-0.128810382252,-0.00965008742378,0.10766536359,0.0183144175421,0.00472985513751,0.0633753256882,-0.0432347300965,-0.12910782772
PPARgamma,0.00288422116968,-0.101520169446,0.0320205489941,-0.030719757415,-0.0126783936599,0.108341936149,0.0265667784668,-0.0248350738252,0.0453915529468,-0.0295161985687,-0.0934001325432
PPARdelta,0.00991641569477,-0.102484575025,0.0341144121166,-0.0371485326684,-0.0166090834741,0.113803303786,0.0238420950743,-0.0243539513611,0.0447488813563,-0.0297949808748,-0.097455379884
Procaspase-3,0.0356708262586,-0.0242671522463,-0.0362625159121,-0.131530383758,-0.0506252395023,0.0921883407545,-0.0350909194851,0.0958499448975,-0.0402461422497,0.00449276797781,-0.0443196860906
