,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
EGFR,-0.0549189564882,0.096653809369,-0.044394989781,0.0678596728807,0.125674248377,0.0941868120691,-0.0514815761816,-0.164865944765,-0.00578199131906,-0.0280732882915,-0.102204775635
MTORC1,0.0244500989464,0.00751683468709,0.240152122577,-0.0331467900842,-0.427773142888,-0.359852207162,0.28520091501,0.520075287253,-0.0719359918393,-0.292283543601,0.238483946382
PDGFR,-0.0638640161782,-0.0230586891072,0.0185358036975,-0.00875380369949,-0.0767562845166,-0.128543871562,0.132677185315,0.182715251222,-0.150016326305,0.00141651210053,0.0510780450141
KIT,0.00247166803318,-0.103409526323,-0.0726665602836,-0.0617906832169,-0.0714124812695,-0.125439891641,0.104431610786,0.0522855498646,-0.0879759859372,0.16339857437,-0.00270720460922
VEGFR,-0.0598623818341,-0.0276461852249,-0.0354820842448,-0.0934957392057,-0.231168842869,-0.0375225738239,0.0419938823686,0.328257997593,0.0450268356423,-0.0513557622946,0.0977618063052
FLT3,-0.0405097101591,0.00375249391919,-0.0972629462675,0.00715738532459,-0.0668645634588,0.0442108655732,-0.0151539472637,0.0511302419073,0.0752382310718,0.0752050179389,0.0144295854468
RET,0.01511638233,0.0425446745255,-0.0698028215749,-0.0273396419663,-0.0757274195442,-0.0300879483044,0.0483000770419,0.0831443226176,0.0611939738343,-0.0507641272,-0.0740266778597
CSF1R,0.0466001857622,-0.0502371984874,0.035919626872,-0.0491744183583,-0.0174962848078,-0.0862773778954,0.0420433360929,-0.00131874817162,-0.0991239924437,0.109362768689,-0.00820685075317
MET,0.108830934151,-0.116575118163,-0.100346565862,0.0516984729147,-0.162484729892,-0.065791444177,-0.0543134088622,0.0111564850457,0.0799814185597,0.0166504838799,-0.045408842636
Proteasome,0.0990461048602,0.0159104809213,0.352023327426,-0.0604886596979,-0.194030779464,-0.348102117219,0.289928284739,0.400585474099,-0.199504516777,-0.17036403455,0.0960674549007
CAPN1,0.0509231173416,-0.077298537971,-0.0276041286793,-0.0984741291156,0.00146589256987,-0.0392801124373,0.0514008739821,0.0342166006259,-0.0370002990227,0.100238256975,-0.0723438963439
Microtubule stabiliser,-0.0929602491573,0.155853926137,0.254476132554,0.0818403012522,-0.118032334118,-0.0645974422603,-0.0315883179248,0.253055297,0.051783194105,-0.390239493943,0.26750155378
SMO,0.0325837086332,0.0299069487853,-0.0356666187694,-0.0375440252197,0.119546942352,-0.0834188381298,0.0695100020457,-0.0507251210035,-0.108883940858,0.0697873244678,-0.0578006052004
BRAF,-0.0211789871577,0.394321583041,-0.00138690057694,-0.0641988151379,0.133353299582,-0.206540262222,0.278798159411,0.0915429422253,-0.10496929695,-0.0429529531036,-0.0199772413789
RAF,-0.0134711039781,-0.00140657424624,0.0515060129892,0.00854797310383,-0.0199563571218,0.0228869693025,-0.000671574172607,0.0345634741671,0.0100563970631,0.0353462578191,0.0670839481301
AURKA,-0.216112325972,-0.0295128937574,-0.13364704199,0.01030061398,0.138920365752,0.364912725227,-0.193638614914,-0.140035844271,0.183335060984,0.0805544273146,-0.00278172248742
AURKB,-0.0725789604428,0.00117822498929,0.108428654574,-0.0285518803525,-0.0469770540249,-0.1052243263,0.138326248316,0.23488290608,-0.0479915806301,-0.0222711863355,0.125845294928
AURKC,-0.10943874448,0.0616080863527,0.084071600819,-0.0126816599016,-0.0116982254176,0.0739362234241,-0.0432512161502,0.110203096051,-0.00607231159749,-0.0725260022726,0.141100668202
others,-0.0399573066266,-0.117661408019,0.119084982155,0.00379421528872,-0.0212623529898,0.0447984385899,-0.0469711822437,0.0994248043272,-0.0832384005086,0.0386478150795,0.13962693628
ABL,-0.0253399730127,0.0575590948653,0.0243508599472,-0.00430292502798,0.0221400055466,-0.110866061542,0.0793760797845,-0.00558186145036,-0.0414894184486,0.0742607440173,0.0231478011203
ALK,0.0456539505481,0.0866752751763,0.0861672037821,0.0289320358696,0.0690065646969,-0.0664473340784,0.0550621681853,0.00914224907226,-0.116499330191,-0.0910691399679,-0.0344674909417
ROS1,0.0327496739748,-0.0560581284221,0.0397407556726,-0.00286762426891,-0.109175654036,-0.0316962606746,0.0157686547979,0.0943078230551,0.0170799974674,-0.00895744760931,0.0423926964157
SRC,-0.0461186828811,0.000939399316805,0.268811967469,0.0637129468472,-0.0409223489398,-0.219625434512,0.188100533667,0.177429767415,-0.253193940702,0.0284717444121,0.0626257516526
KIF11,-0.0252526484309,0.0178633113341,0.124973809143,-0.0201317691652,-0.0596820595571,-0.117175198037,0.0794050174206,0.157441261537,-0.0923519411995,-0.0483741489804,0.13890544367
gamma-secretase,-0.0358086205491,0.0470728529346,0.0685634136673,-0.0355658146655,-0.106688929402,-0.112222516639,0.0732276333238,0.215066794465,-0.0279793035885,-0.10399846307,0.127788595731
Ephrins,-0.0191139183372,0.130285042302,0.195115585176,-0.0232792661865,-0.0696936198249,-0.201581089951,0.154019037043,0.237703526739,-0.155567131271,-0.16341359222,0.13347467288
BCR-ABL,0.011878567886,-0.0238063072451,-0.00944475320853,-0.0287060702716,0.0535039370382,-0.0506560727311,0.0530138395742,-0.0501260242091,-0.0436385514978,0.0617271902835,-0.0570606912432
CDK1,-0.0392930390702,-0.0996148274946,-0.0745227036594,0.0205156584547,0.0554787133697,0.0066775071575,-0.0481725953857,-0.0705831171978,0.0251283123052,0.110876235352,0.0424739595384
CDK2,-0.082826971674,-0.211549606242,-0.0805457299645,-0.0751890696669,0.00633727092364,0.0921145480813,-0.0323982031971,0.0295138095274,-0.0460192806759,0.198288671863,0.014418982675
CDK5,-0.0474823759894,0.12145358071,-0.00430006968097,-0.000301450978609,-0.0192001496116,-0.0262079543926,0.000475400177835,0.0543738616782,-0.0416000137482,-0.0904152201269,0.0569701183237
CDK7,-0.153547625049,0.00518167928721,-0.0648519004229,0.0983890253769,-0.0558854788433,0.100125099494,-0.0632598496635,0.0840159570367,0.0701700040469,0.00961732197166,0.143736760587
CDK9,0.062012985431,-0.0765261121596,0.056551691545,0.0257417223617,0.12898307587,0.156918503875,-0.0734738836545,-0.200916190056,0.102826493396,0.146040010866,-0.0227658474697
PKC,-0.000889475065651,0.0974360641538,0.156319513635,0.103746280709,-0.0432188631768,-0.182112996843,0.142006322317,0.0668723697825,-0.0920347096084,-0.117227023528,0.0640029305571
CDK4,-0.042745810363,-0.0700433553095,-0.00625480438865,-0.0087079241941,-0.0034814134735,-0.00893752805297,0.0225013155038,0.0993155958725,-0.0385034203867,0.103467310809,0.0362392980737
LCK,-0.00647431056937,-0.0222378036946,0.147873762557,0.100342838386,0.0508231990254,-0.162999876637,0.113089718943,-0.081420385117,-0.185776724323,-0.0281602059157,0.0421826251667
FYN,0.0286405560704,0.173323808805,0.117724827951,0.0324635443081,0.00208797478052,-0.123058734861,0.131162341657,0.0587654876645,-0.130672109473,-0.0239534070827,0.0069521935131
