,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
EGFR,17.0,867.0,286.0,965.0,994.0,363.0,554.0,46.0,57.0,961.0,133.0
MTORC1,296.0,654.0,62.0,148.0,264.0,684.0,204.0,633.0,955.0,970.0,939.0
PDGFR,135.0,641.0,601.0,802.0,873.0,102.0,261.0,619.0,522.0,424.0,547.0
KIT,605.0,865.0,636.0,358.0,176.0,875.0,657.0,559.0,112.0,664.0,405.0
VEGFR,75.0,767.0,509.0,666.0,1000.0,59.0,610.0,0.0,84.0,836.0,42.0
FLT3,519.0,796.0,229.0,261.0,0.0,987.0,736.0,882.0,963.0,494.0,1000.0
RET,802.0,213.0,54.0,22.0,0.0,964.0,266.0,999.0,997.0,399.0,951.0
CSF1R,314.0,578.0,756.0,334.0,193.0,818.0,195.0,934.0,882.0,9.0,274.0
MET,364.0,502.0,184.0,58.0,177.0,973.0,268.0,933.0,996.0,166.0,272.0
Proteasome,545.0,108.0,861.0,251.0,918.0,171.0,474.0,206.0,600.0,357.0,661.0
CAPN1,196.0,382.0,755.0,595.0,973.0,156.0,445.0,232.0,191.0,565.0,709.0
Microtubule stabiliser,538.0,366.0,636.0,210.0,927.0,636.0,795.0,14.0,625.0,572.0,37.0
SMO,94.0,941.0,720.0,997.0,1000.0,145.0,744.0,48.0,6.0,284.0,19.0
BRAF,999.0,886.0,931.0,212.0,405.0,406.0,135.0,483.0,55.0,68.0,279.0
RAF,564.0,241.0,922.0,918.0,995.0,37.0,742.0,11.0,1.0,883.0,114.0
AURKA,46.0,510.0,536.0,992.0,934.0,887.0,271.0,69.0,258.0,572.0,865.0
AURKB,21.0,594.0,59.0,966.0,899.0,671.0,552.0,865.0,251.0,338.0,106.0
AURKC,339.0,410.0,298.0,772.0,833.0,638.0,254.0,264.0,624.0,512.0,285.0
others,7.0,518.0,109.0,849.0,994.0,576.0,893.0,148.0,306.0,919.0,150.0
ABL,48.0,802.0,203.0,619.0,1000.0,74.0,376.0,108.0,336.0,498.0,63.0
ALK,0.0,426.0,222.0,410.0,974.0,586.0,350.0,831.0,771.0,720.0,741.0
ROS1,497.0,227.0,407.0,899.0,74.0,509.0,617.0,936.0,313.0,436.0,468.0
SRC,267.0,653.0,449.0,487.0,823.0,683.0,146.0,136.0,846.0,418.0,634.0
KIF11,38.0,377.0,298.0,341.0,1000.0,812.0,836.0,3.0,312.0,836.0,144.0
gamma-secretase,894.0,99.0,925.0,606.0,425.0,232.0,523.0,367.0,584.0,60.0,477.0
Ephrins,445.0,263.0,374.0,253.0,7.0,910.0,171.0,969.0,979.0,233.0,880.0
BCR-ABL,272.0,741.0,694.0,211.0,503.0,328.0,41.0,850.0,701.0,617.0,911.0
CDK1,17.0,896.0,135.0,981.0,1000.0,104.0,402.0,10.0,127.0,667.0,20.0
CDK2,10.0,133.0,791.0,842.0,999.0,793.0,639.0,8.0,171.0,970.0,293.0
CDK5,121.0,37.0,63.0,961.0,125.0,472.0,976.0,903.0,450.0,765.0,318.0
CDK7,940.0,70.0,908.0,81.0,233.0,982.0,327.0,274.0,679.0,203.0,615.0
CDK9,641.0,91.0,640.0,197.0,26.0,983.0,656.0,600.0,723.0,722.0,963.0
PKC,980.0,195.0,888.0,89.0,92.0,88.0,281.0,864.0,856.0,12.0,299.0
CDK4,540.0,647.0,234.0,544.0,721.0,682.0,54.0,660.0,833.0,238.0,433.0
LCK,287.0,445.0,163.0,376.0,866.0,321.0,239.0,408.0,810.0,657.0,569.0
FYN,118.0,759.0,433.0,377.0,893.0,950.0,140.0,187.0,834.0,486.0,736.0
BMX,200.0,234.0,38.0,972.0,624.0,92.0,331.0,863.0,555.0,557.0,629.0
PLK1,84.0,344.0,404.0,165.0,993.0,537.0,556.0,46.0,564.0,952.0,491.0
PLK2,77.0,544.0,412.0,320.0,1000.0,276.0,636.0,3.0,197.0,977.0,231.0
PLK3,69.0,213.0,702.0,475.0,898.0,994.0,571.0,15.0,649.0,795.0,844.0
IGF1R,451.0,910.0,990.0,421.0,995.0,522.0,14.0,13.0,580.0,41.0,413.0
IR,793.0,623.0,960.0,575.0,593.0,714.0,470.0,10.0,535.0,139.0,448.0
ITK,166.0,801.0,841.0,485.0,996.0,469.0,127.0,29.0,297.0,477.0,427.0
RSK2,387.0,325.0,322.0,856.0,408.0,865.0,607.0,404.0,456.0,391.0,543.0
Dihydrofolate reductase (DHFR),77.0,794.0,353.0,996.0,905.0,10.0,682.0,698.0,15.0,792.0,132.0
MTOR,895.0,408.0,425.0,498.0,536.0,3.0,389.0,595.0,122.0,916.0,908.0
AKT1,91.0,709.0,388.0,539.0,898.0,395.0,232.0,264.0,506.0,956.0,920.0
AKT2,140.0,787.0,346.0,489.0,819.0,400.0,233.0,241.0,578.0,909.0,908.0
AKT3,681.0,190.0,790.0,797.0,6.0,716.0,728.0,779.0,640.0,318.0,757.0
HDAC1,7.0,607.0,37.0,531.0,189.0,764.0,803.0,949.0,1000.0,6.0,195.0
HDAC3,166.0,685.0,778.0,843.0,915.0,331.0,63.0,640.0,31.0,826.0,759.0
IKK,293.0,867.0,425.0,777.0,985.0,29.0,447.0,438.0,58.0,711.0,93.0
PI3Kbeta,504.0,942.0,778.0,841.0,4.0,212.0,115.0,984.0,620.0,195.0,746.0
ERK5,373.0,479.0,917.0,567.0,597.0,811.0,190.0,214.0,420.0,729.0,908.0
BET,433.0,494.0,680.0,671.0,459.0,7.0,579.0,861.0,270.0,494.0,449.0
EIF2A,100.0,772.0,877.0,716.0,1000.0,85.0,287.0,11.0,7.0,961.0,326.0
ERBB2,0.0,898.0,51.0,898.0,392.0,913.0,799.0,745.0,643.0,932.0,668.0
ROCK1,763.0,394.0,905.0,737.0,0.0,831.0,219.0,994.0,316.0,244.0,898.0
ROCK2,729.0,198.0,963.0,668.0,36.0,678.0,281.0,766.0,173.0,497.0,811.0
Anthracycline,489.0,219.0,120.0,755.0,108.0,700.0,849.0,750.0,634.0,596.0,587.0
TOP2,795.0,121.0,458.0,852.0,30.0,297.0,963.0,775.0,370.0,289.0,366.0
Pyrimidine antimetabolite,723.0,179.0,95.0,496.0,143.0,656.0,935.0,552.0,591.0,734.0,573.0
DNA crosslinker,957.0,215.0,632.0,505.0,806.0,272.0,935.0,20.0,94.0,586.0,174.0
Microtubule destabiliser,684.0,219.0,806.0,280.0,864.0,266.0,613.0,118.0,829.0,112.0,13.0
SHP-1 (PTPN6),3.0,496.0,687.0,521.0,1000.0,998.0,633.0,10.0,126.0,836.0,51.0
SHP-2 (PTPN11),2.0,519.0,607.0,524.0,1000.0,997.0,568.0,11.0,128.0,709.0,43.0
AR,847.0,625.0,599.0,399.0,35.0,788.0,363.0,953.0,233.0,309.0,605.0
ARFGAP1,861.0,69.0,734.0,152.0,423.0,942.0,920.0,130.0,303.0,542.0,726.0
ATM,154.0,869.0,589.0,969.0,970.0,296.0,56.0,107.0,55.0,970.0,740.0
PPK,139.0,600.0,122.0,580.0,809.0,138.0,249.0,874.0,443.0,483.0,614.0
FLT1,292.0,510.0,106.0,23.0,849.0,868.0,142.0,635.0,978.0,420.0,380.0
c-FGR,41.0,661.0,175.0,697.0,928.0,288.0,210.0,856.0,428.0,591.0,641.0
GSK3A,33.0,606.0,700.0,678.0,646.0,410.0,225.0,852.0,498.0,395.0,484.0
GSK3B,75.0,557.0,836.0,468.0,786.0,642.0,184.0,642.0,643.0,536.0,644.0
PDGFRA,972.0,431.0,690.0,114.0,89.0,730.0,958.0,156.0,201.0,423.0,637.0
VEGFR2,757.0,43.0,820.0,407.0,863.0,221.0,582.0,337.0,284.0,452.0,420.0
FGFR1,190.0,381.0,533.0,606.0,814.0,675.0,190.0,911.0,215.0,600.0,392.0
TIE2,849.0,51.0,420.0,8.0,702.0,805.0,515.0,210.0,968.0,100.0,151.0
JNK2,889.0,388.0,977.0,0.0,542.0,903.0,202.0,62.0,943.0,358.0,140.0
JNK3,981.0,235.0,911.0,31.0,592.0,246.0,729.0,14.0,862.0,98.0,31.0
FAK,847.0,493.0,887.0,71.0,916.0,85.0,326.0,31.0,882.0,122.0,14.0
FAK2,902.0,494.0,870.0,72.0,509.0,143.0,342.0,204.0,939.0,100.0,62.0
BRD2,22.0,319.0,119.0,169.0,691.0,976.0,728.0,399.0,985.0,559.0,299.0
BRD3,67.0,291.0,252.0,117.0,652.0,995.0,488.0,354.0,973.0,563.0,310.0
BRD4,904.0,165.0,794.0,251.0,149.0,213.0,591.0,834.0,636.0,95.0,357.0
BRDT,654.0,761.0,549.0,955.0,36.0,9.0,572.0,963.0,422.0,159.0,279.0
HDAC2,196.0,44.0,719.0,586.0,128.0,852.0,189.0,974.0,833.0,297.0,678.0
HIF-PH,973.0,354.0,185.0,450.0,1.0,6.0,850.0,999.0,791.0,205.0,938.0
Farnesyl-transferase (FNTA),399.0,201.0,685.0,67.0,586.0,800.0,581.0,550.0,912.0,228.0,521.0
PDK1 (PDPK1),999.0,144.0,659.0,144.0,173.0,608.0,461.0,172.0,264.0,540.0,897.0
not defined,320.0,247.0,189.0,948.0,17.0,354.0,771.0,976.0,146.0,849.0,982.0
XIAP,949.0,130.0,411.0,98.0,307.0,39.0,731.0,889.0,394.0,458.0,284.0
PPARgamma,951.0,347.0,954.0,20.0,710.0,402.0,929.0,13.0,502.0,440.0,153.0
PPARdelta,986.0,246.0,959.0,7.0,514.0,359.0,967.0,11.0,561.0,289.0,127.0
Procaspase-3,4.0,68.0,10.0,443.0,997.0,844.0,625.0,537.0,694.0,924.0,527.0
Procaspase-7,4.0,108.0,20.0,411.0,996.0,848.0,508.0,591.0,751.0,916.0,615.0
PAK1,891.0,55.0,199.0,146.0,1.0,916.0,584.0,994.0,763.0,616.0,942.0
SGK2,428.0,173.0,521.0,124.0,156.0,988.0,840.0,246.0,941.0,480.0,739.0
SGK3,375.0,179.0,566.0,141.0,190.0,984.0,849.0,208.0,943.0,476.0,691.0
SYK,955.0,78.0,782.0,0.0,16.0,983.0,668.0,368.0,920.0,729.0,871.0
Antimetabolite (DNA & RNA),829.0,131.0,103.0,307.0,168.0,919.0,914.0,309.0,685.0,684.0,187.0
SERCA,645.0,310.0,683.0,3.0,992.0,658.0,872.0,0.0,840.0,511.0,76.0
BCL2,783.0,528.0,821.0,148.0,968.0,561.0,399.0,123.0,265.0,313.0,168.0
BCL-XL,396.0,821.0,794.0,204.0,992.0,336.0,212.0,70.0,297.0,356.0,104.0
BCL-W,390.0,176.0,99.0,265.0,51.0,669.0,868.0,933.0,650.0,760.0,856.0
MCL1,978.0,125.0,884.0,353.0,385.0,485.0,932.0,88.0,258.0,84.0,41.0
Retinioic X receptor (RXR) agonist,446.0,774.0,969.0,38.0,1000.0,716.0,696.0,0.0,93.0,573.0,47.0
dsDNA break induction,530.0,474.0,821.0,932.0,324.0,639.0,881.0,390.0,153.0,137.0,39.0
BTK,948.0,128.0,354.0,686.0,320.0,30.0,730.0,571.0,244.0,751.0,590.0
HSP90,514.0,374.0,120.0,714.0,2.0,371.0,744.0,999.0,655.0,167.0,526.0
Biguanide agent,885.0,894.0,444.0,872.0,74.0,232.0,854.0,720.0,232.0,94.0,49.0
PDGFRB,522.0,88.0,627.0,107.0,833.0,599.0,144.0,467.0,875.0,423.0,610.0
IKK1,25.0,487.0,134.0,528.0,1000.0,392.0,686.0,17.0,255.0,968.0,24.0
IKK2,878.0,291.0,906.0,177.0,403.0,988.0,198.0,19.0,812.0,395.0,562.0
Amyloid beta20,652.0,692.0,552.0,149.0,55.0,879.0,232.0,984.0,749.0,191.0,85.0
Amyloid beta40,748.0,735.0,519.0,102.0,14.0,731.0,212.0,993.0,731.0,79.0,67.0
JAK1,721.0,183.0,415.0,536.0,4.0,930.0,891.0,887.0,402.0,600.0,719.0
JAK2,32.0,872.0,645.0,958.0,989.0,321.0,187.0,274.0,217.0,483.0,306.0
JNK1,688.0,339.0,967.0,221.0,467.0,796.0,447.0,121.0,285.0,690.0,444.0
KSP,259.0,15.0,827.0,888.0,981.0,805.0,582.0,40.0,198.0,456.0,22.0
CDK6,952.0,309.0,280.0,680.0,466.0,200.0,527.0,335.0,678.0,65.0,59.0
p38alpha,279.0,634.0,635.0,898.0,470.0,978.0,516.0,93.0,41.0,951.0,792.0
p38beta,221.0,619.0,624.0,924.0,545.0,963.0,529.0,76.0,46.0,958.0,821.0
PI3K (class 1),324.0,958.0,335.0,757.0,581.0,126.0,126.0,363.0,583.0,658.0,951.0
PI3Kgamma,403.0,966.0,225.0,371.0,536.0,627.0,71.0,167.0,987.0,322.0,758.0
PKCB,7.0,483.0,27.0,791.0,977.0,624.0,86.0,800.0,690.0,837.0,818.0
RSK,136.0,457.0,243.0,706.0,2.0,940.0,99.0,1000.0,770.0,643.0,976.0
PI3Kdelta,222.0,982.0,571.0,903.0,154.0,500.0,38.0,781.0,632.0,441.0,911.0
G9a and GLP methyltransferases,47.0,129.0,185.0,522.0,995.0,558.0,889.0,113.0,757.0,510.0,183.0
FLT4,944.0,369.0,453.0,23.0,809.0,373.0,634.0,69.0,849.0,426.0,229.0
AXL,653.0,393.0,216.0,19.0,318.0,949.0,419.0,404.0,987.0,241.0,230.0
NTRK2,937.0,115.0,801.0,532.0,970.0,98.0,881.0,25.0,220.0,122.0,1.0
IRAK1,507.0,223.0,642.0,236.0,984.0,398.0,708.0,21.0,572.0,842.0,222.0
LTK,878.0,888.0,718.0,926.0,4.0,140.0,779.0,788.0,186.0,236.0,591.0
Autophagy inducer,637.0,432.0,756.0,28.0,279.0,946.0,331.0,499.0,924.0,298.0,775.0
TAK1,990.0,240.0,862.0,801.0,0.0,546.0,131.0,990.0,456.0,74.0,914.0
MAP4K2,708.0,346.0,713.0,3.0,787.0,984.0,156.0,40.0,885.0,702.0,790.0
TAK,961.0,59.0,926.0,11.0,74.0,988.0,269.0,322.0,780.0,376.0,899.0
ERK2,224.0,487.0,116.0,22.0,589.0,993.0,130.0,386.0,987.0,809.0,688.0
ERK1,879.0,378.0,905.0,838.0,5.0,191.0,880.0,661.0,158.0,354.0,903.0
HDAC6,842.0,717.0,151.0,313.0,5.0,599.0,853.0,914.0,997.0,1.0,44.0
HDAC8,345.0,326.0,645.0,315.0,985.0,962.0,92.0,63.0,32.0,998.0,907.0
Endothelin-1 receptor (EDNRA),176.0,528.0,718.0,760.0,676.0,769.0,469.0,649.0,131.0,687.0,478.0
BIRC5,940.0,629.0,257.0,622.0,0.0,5.0,971.0,979.0,977.0,2.0,116.0
MDM4,998.0,108.0,707.0,144.0,0.0,197.0,910.0,936.0,901.0,29.0,762.0
HDAC,39.0,955.0,378.0,950.0,785.0,702.0,653.0,314.0,178.0,660.0,162.0
RAR,276.0,875.0,396.0,877.0,151.0,739.0,831.0,665.0,257.0,389.0,120.0
HDAC1-10,983.0,244.0,568.0,167.0,0.0,381.0,641.0,983.0,996.0,1.0,296.0
VEGFR1,74.0,525.0,358.0,936.0,778.0,84.0,530.0,594.0,191.0,773.0,645.0
VEGFR3,134.0,631.0,439.0,860.0,916.0,78.0,385.0,550.0,133.0,888.0,816.0
MEK5,563.0,430.0,690.0,256.0,726.0,993.0,239.0,31.0,488.0,730.0,793.0
MTORC2,861.0,638.0,603.0,960.0,366.0,61.0,693.0,287.0,198.0,274.0,157.0
Angiopoietin-1 receptor,532.0,187.0,378.0,230.0,10.0,993.0,430.0,911.0,730.0,870.0,995.0
JAK3,772.0,692.0,663.0,434.0,4.0,992.0,84.0,789.0,674.0,751.0,943.0
IKKB,317.0,312.0,861.0,128.0,202.0,999.0,173.0,434.0,791.0,668.0,887.0
MAP3K8,990.0,335.0,657.0,2.0,29.0,979.0,717.0,83.0,977.0,315.0,485.0
MPS1,196.0,821.0,517.0,387.0,977.0,910.0,138.0,32.0,725.0,563.0,341.0
EPHB4,768.0,279.0,804.0,9.0,95.0,998.0,49.0,383.0,930.0,649.0,905.0
RNA Polymerase 1,520.0,188.0,210.0,490.0,81.0,943.0,819.0,670.0,728.0,491.0,107.0
PI3Kalpha,245.0,915.0,589.0,985.0,311.0,285.0,284.0,381.0,503.0,306.0,576.0
DAPK3,168.0,923.0,570.0,988.0,388.0,285.0,238.0,377.0,537.0,316.0,598.0
CLK4,175.0,883.0,631.0,986.0,556.0,349.0,305.0,243.0,440.0,392.0,592.0
PIM3,285.0,925.0,531.0,955.0,168.0,482.0,420.0,557.0,423.0,540.0,731.0
HIPK2,247.0,907.0,688.0,981.0,322.0,391.0,353.0,293.0,541.0,320.0,628.0
ALK5,682.0,64.0,857.0,83.0,907.0,659.0,882.0,14.0,359.0,922.0,594.0
TNKS1,948.0,629.0,314.0,9.0,189.0,745.0,114.0,537.0,960.0,328.0,373.0
TNKS2,957.0,631.0,379.0,7.0,244.0,826.0,92.0,529.0,963.0,303.0,426.0
